ганебний	позорный	ADJ	25	6198	0	0	0	0		38	412	0	0	0	0		324	16479	0	0	0	0		288	6290	0	0	0	0		99	1283	0	0	0	0		53	546	0	0	0	0			0.750, 0.425, 6, 3.400, 2.600, 0.325, 3.400, 0.425, 3.400, 0.425, 3.400, 0.425	
установлювати	устанавливать	VERB	1	2	0	1	1	1		2	2	0	1	1	1		7	22	0	0	0	1		2	4	0	1	1	1		3	3	0	1	1	1		2	2	0	1	1	1			0.231, 0.185, 3, 2.400, 1.600, 0.123, 2.200, 0.169, 2.400, 0.185, 2.400, 0.185	
установлювати	утверждать	VERB	29	2834	0	0	0	0		137	3056	0	0	0	0		53	2784	0	0	0	0		103	5915	0	0	0	0		166	6650	0	0	0	0		136	3864	0	0	0	0			0.692, 0.600, 9, 7.800, 2.800, 0.215, 5.200, 0.400, 6.600, 0.508, 7.200, 0.554	
вибір	выбор	NOUN	1	4	0	1	1	1		1	1	1	1	1	1		2	3	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.400, 0.200, 2, 1.000, 0.800, 0.160, 1.000, 0.200, 1.000, 0.200, 1.000, 0.200	
медаліст	медалист	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.125, 0.025, 1, 0.200, 0.200, 0.025, 0.200, 0.025, 0.200, 0.025, 0.200, 0.025	
відмінник	отличник	NOUN	14	887	0	0	0	0		11	39	0	0	0	0		163	7569	0	0	0	0		113	2148	0	0	0	0		53	395	0	0	0	0		22	92	0	0	0	0			0.667, 0.422, 6, 3.800, 2.600, 0.289, 3.600, 0.400, 3.800, 0.422, 3.800, 0.422	
травень	май	NOUN	50	24297	0	0	0	0		339	37783	0	0	0	0		214	11923	0	0	0	0		247	12426	0	0	0	0		309	14835	0	0	0	0		313	25637	0	0	0	0			0.857, 0.800, 6, 5.600, 2.000, 0.286, 3.200, 0.457, 4.000, 0.571, 4.800, 0.686	
ліворуч	влево	ADV	7	83	0	0	0	0		52	345	0	0	0	0		84	1010	0	0	0	0		34	86	0	0	0	0		33	115	0	0	0	0		42	151	0	0	0	0			0.714, 0.657, 5, 4.600, 2.200, 0.314, 2.800, 0.400, 3.400, 0.486, 4.000, 0.571	
ліворуч	налево	ADV	19	633	0	0	0	0		52	345	0	0	0	0		99	1459	0	0	0	0		129	857	0	0	0	0		130	1088	0	0	0	0		72	537	0	0	0	0			0.857, 0.657, 6, 4.600, 2.400, 0.343, 3.400, 0.486, 4.200, 0.600, 4.400, 0.629	
ліворуч	слева	ADV	19	633	0	0	0	0		87	802	0	0	0	0		110	1646	0	0	0	0		95	478	0	0	0	0		79	417	0	0	0	0		72	537	0	0	0	0			0.857, 0.714, 6, 5.000, 2.600, 0.371, 3.200, 0.457, 3.800, 0.543, 4.400, 0.629	
перетинання	пресечение	NOUN	22	2263	0	0	0	0		59	656	0	0	0	0		156	7908	0	0	0	0		141	5905	0	0	0	0		110	2921	0	0	0	0		71	1097	0	0	0	0			0.636, 0.473, 7, 5.200, 2.800, 0.255, 4.200, 0.382, 4.800, 0.436, 5.000, 0.455	
приятель	приятель	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.050, 0, 0.400, 0.400, 0.050, 0.400, 0.050, 0.400, 0.050, 0.400, 0.050	
приятель	друг	NOUN	65	23583	0	0	0	0		400	31919	0	0	0	0		297	16963	0	0	0	0		356	17295	0	0	0	0		388	15579	0	0	0	0		387	21152	0	0	0	0			0.875, 0.775, 7, 6.200, 2.400, 0.300, 3.800, 0.475, 4.600, 0.575, 5.400, 0.675	
звільнення	увольнение	NOUN	3	6	0	0	1	1		2	2	0	1	1	1		135	3458	0	0	0	0		15	213	0	0	0	0		6	14	0	0	0	1		3	4	0	1	1	1			0.400, 0.340, 4, 3.400, 2.600, 0.260, 3.200, 0.320, 3.400, 0.340, 3.400, 0.340	
звільнення	освобождение	NOUN	22	2643	0	0	0	0		87	2937	0	0	0	0		252	34630	0	0	0	0		326	21989	0	0	0	0		247	13286	0	0	0	0		144	5379	0	0	0	0			0.750, 0.600, 9, 7.200, 4.200, 0.350, 6.000, 0.500, 6.800, 0.567, 7.000, 0.583	
ізюминка	изюминка	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.125, 0.025, 1, 0.200, 0.200, 0.025, 0.200, 0.025, 0.200, 0.025, 0.200, 0.025	
рутина	рутина	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.033, 0, 0.200, 0.200, 0.033, 0.200, 0.033, 0.200, 0.033, 0.200, 0.033	
шарф	шарф	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.000, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000	
перетворитися	превратиться	VERB	7	176	0	0	0	0		22	114	0	0	0	0		12	120	0	0	0	0		8	26	0	0	0	0		14	72	0	0	0	0		29	179	0	0	0	0			0.462, 0.400, 6, 5.200, 2.000, 0.154, 3.000, 0.231, 4.000, 0.308, 5.000, 0.385	
клонувати	клонировать	VERB	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		2	2	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.364, 0.309, 4, 3.400, 1.200, 0.109, 2.000, 0.182, 2.600, 0.236, 3.000, 0.273	
